customer_id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,dti,revolving_utilization,credit_score,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
CUST-14756,39,37301,MORTGAGE,6.1,MEDICAL,G,7016,25.1,0.188,14.65,40.89,569,N,20,0
CUST-14757,46,39643,OWN,2.3,EDUCATION,B,4653,11.92,0.117,12.37,25.46,712,N,25,0
CUST-14758,60,179748,RENT,1.9,MEDICAL,E,11946,20.68,0.066,20.11,46.69,552,Y,35,1
CUST-14759,39,92297,RENT,5.6,PERSONAL,B,9372,9.13,0.102,16.67,67.71,698,N,21,0
CUST-14760,63,90659,RENT,2.0,EDUCATION,C,6317,15.64,0.07,12.54,100.0,608,Y,35,1
CUST-14761,38,98829,MORTGAGE,4.2,EDUCATION,B,3576,12.0,0.036,7.23,62.9,664,N,19,0
CUST-14762,39,26922,MORTGAGE,1.8,MEDICAL,D,13802,16.16,0.513,18.97,74.53,606,Y,18,0
CUST-14763,54,23542,RENT,7.7,HOMEIMPROVEMENT,B,13942,12.06,0.592,39.86,87.43,727,N,35,0
CUST-14764,66,25232,MORTGAGE,1.9,PERSONAL,C,9453,13.35,0.375,27.94,43.78,625,Y,35,1
CUST-14765,21,109174,RENT,3.0,VENTURE,B,7410,10.39,0.068,16.02,38.55,775,N,3,0
CUST-14766,49,35301,RENT,0.1,PERSONAL,D,3066,15.43,0.087,21.78,70.41,609,Y,28,0
CUST-14767,53,23136,RENT,7.8,EDUCATION,G,4442,23.26,0.192,24.91,97.63,479,N,31,1
CUST-14768,41,37850,RENT,4.8,MEDICAL,A,8090,7.68,0.214,13.51,60.24,705,N,23,0
CUST-14769,22,42482,RENT,1.1,PERSONAL,B,5649,10.2,0.133,18.13,36.22,682,N,1,0
CUST-14770,25,57586,RENT,1.2,MEDICAL,A,2651,5.72,0.046,25.59,43.61,800,N,3,0
CUST-14771,34,56986,MORTGAGE,1.5,EDUCATION,A,12435,7.92,0.218,10.8,25.67,810,N,15,0
CUST-14772,46,29824,MORTGAGE,4.3,DEBTCONSOLIDATION,E,10110,20.11,0.339,31.99,63.55,591,N,27,1
CUST-14773,29,73968,RENT,4.0,VENTURE,B,7232,10.86,0.098,21.74,69.39,702,N,8,0
CUST-14774,28,33405,MORTGAGE,1.6,EDUCATION,B,7861,10.85,0.235,20.12,29.8,650,N,8,0
CUST-14775,52,44633,MORTGAGE,5.9,PERSONAL,C,5708,13.99,0.128,10.01,54.36,560,N,32,0
CUST-14776,51,74018,RENT,11.0,PERSONAL,B,5858,10.7,0.079,17.36,46.94,707,N,33,0
CUST-14777,67,33353,MORTGAGE,0.2,PERSONAL,A,13916,7.92,0.417,22.79,46.07,736,N,35,0
CUST-14778,25,34835,MORTGAGE,2.7,VENTURE,A,2409,,0.069,22.77,44.43,731,N,3,1
CUST-14779,60,69912,MORTGAGE,4.5,HOMEIMPROVEMENT,B,18744,9.8,0.268,9.25,39.51,714,N,35,0
CUST-14780,55,29300,MORTGAGE,4.4,PERSONAL,A,1075,5.98,0.037,14.37,50.07,703,N,35,0
CUST-14781,21,38914,MORTGAGE,0.1,EDUCATION,A,7209,7.88,0.185,7.13,57.2,801,N,1,0
CUST-14782,48,68421,RENT,1.2,EDUCATION,B,7355,10.68,0.107,8.22,48.33,765,N,30,0
CUST-14783,23,168123,MORTGAGE,0.3,VENTURE,D,7850,17.04,0.047,9.45,88.19,634,N,3,0
CUST-14784,20,70491,RENT,2.0,PERSONAL,A,8942,8.87,0.127,20.61,16.64,739,N,1,0
CUST-14785,38,65093,OWN,5.2,DEBTCONSOLIDATION,D,5167,16.46,0.079,20.23,61.99,589,Y,18,0
CUST-14786,45,67405,RENT,0.9,VENTURE,C,11037,13.34,0.164,27.44,64.54,639,N,26,0
CUST-14787,44,25747,RENT,2.0,DEBTCONSOLIDATION,A,11703,8.06,0.455,13.15,26.78,761,N,26,0
CUST-14788,29,52541,MORTGAGE,2.0,EDUCATION,B,15797,9.28,0.301,16.32,82.89,735,N,10,0
CUST-14789,34,48153,RENT,8.6,MEDICAL,B,10084,10.55,0.209,18.69,66.01,716,N,16,0
CUST-14790,41,59453,MORTGAGE,1.1,VENTURE,D,5787,16.38,0.097,6.53,54.4,654,N,22,1
CUST-14791,67,52570,RENT,4.0,VENTURE,D,3412,17.55,0.065,7.73,83.8,629,N,35,1
CUST-14792,40,61563,MORTGAGE,7.6,PERSONAL,A,5753,6.95,0.093,12.93,21.47,786,N,19,0
CUST-14793,41,40664,RENT,8.8,DEBTCONSOLIDATION,C,7460,,0.183,22.6,56.89,649,N,22,0
CUST-14794,55,50775,RENT,5.5,DEBTCONSOLIDATION,B,8500,10.31,0.167,5.49,52.3,660,N,35,0
CUST-14795,53,23465,RENT,1.8,PERSONAL,A,6521,5.0,0.278,11.47,82.39,795,N,33,0
CUST-14796,49,40459,MORTGAGE,8.7,MEDICAL,A,7037,6.87,0.174,32.8,46.16,826,N,27,0
CUST-14797,44,112927,MORTGAGE,6.8,EDUCATION,C,10858,13.49,0.096,14.17,56.43,660,N,23,0
CUST-14798,64,59354,MORTGAGE,6.1,HOMEIMPROVEMENT,A,12126,6.43,0.204,33.92,80.73,731,N,35,0
CUST-14799,47,48409,OTHER,0.3,VENTURE,B,19551,10.35,0.404,13.29,59.75,717,N,29,0
CUST-14800,20,152920,MORTGAGE,0.2,EDUCATION,D,7500,18.11,0.049,10.52,53.02,598,Y,2,0
CUST-14801,68,21665,OWN,5.9,PERSONAL,C,6776,14.66,0.313,20.24,98.66,651,N,35,0
CUST-14802,64,25193,RENT,14.5,EDUCATION,D,10107,14.26,0.401,18.72,50.77,613,N,35,0
CUST-14803,23,136985,RENT,5.0,PERSONAL,A,9692,8.41,0.071,7.56,25.22,723,N,1,0
CUST-14804,26,50391,RENT,8.0,PERSONAL,B,6229,11.17,0.124,9.79,63.41,675,Y,5,0
CUST-14805,68,42380,RENT,3.9,VENTURE,E,9617,19.39,0.227,30.07,45.37,567,N,35,0
CUST-14806,28,23872,MORTGAGE,1.8,VENTURE,A,22347,5.0,0.936,38.74,50.53,743,Y,10,1
CUST-14807,55,64126,MORTGAGE,5.7,MEDICAL,C,6197,14.44,0.097,16.57,46.05,670,N,35,1
CUST-14808,38,67960,MORTGAGE,6.2,VENTURE,A,2983,6.98,0.044,22.75,28.85,759,N,17,0
CUST-14809,20,25420,MORTGAGE,2.0,PERSONAL,C,6714,13.75,0.264,18.16,43.85,671,N,1,0
CUST-14810,29,45063,OWN,11.0,EDUCATION,C,2949,12.34,0.065,14.11,25.28,645,N,10,0
CUST-14811,55,40082,MORTGAGE,2.3,VENTURE,E,4677,18.61,0.117,10.91,72.5,542,Y,35,1
CUST-14812,28,57158,RENT,0.2,EDUCATION,B,8018,11.62,0.14,11.47,60.79,663,N,9,1
CUST-14813,64,25045,RENT,12.0,EDUCATION,D,4235,18.45,0.169,14.97,41.99,645,N,35,0
CUST-14814,65,103898,RENT,0.9,PERSONAL,A,15638,6.99,0.151,16.79,58.22,733,N,35,0
CUST-14815,61,84922,RENT,6.0,MEDICAL,B,5712,12.32,0.067,7.74,79.77,678,N,35,1
CUST-14816,51,39422,MORTGAGE,10.3,HOMEIMPROVEMENT,B,14087,9.99,0.357,19.59,17.76,745,N,31,0
CUST-14817,51,43051,MORTGAGE,1.9,MEDICAL,B,3100,9.97,0.072,25.75,54.51,686,Y,29,0
CUST-14818,25,45168,RENT,7.0,PERSONAL,B,3349,8.8,0.074,8.72,47.33,624,N,7,0
CUST-14819,67,30730,MORTGAGE,2.0,HOMEIMPROVEMENT,F,6893,22.6,0.224,20.24,48.77,538,Y,35,1
CUST-14820,57,37569,MORTGAGE,7.9,PERSONAL,A,4195,7.27,0.112,18.78,95.3,731,N,35,0
CUST-14821,36,41682,RENT,0.4,MEDICAL,A,3798,7.33,0.091,22.39,42.36,725,Y,15,0
CUST-14822,29,129019,RENT,5.3,EDUCATION,F,8807,21.54,0.068,22.64,91.75,525,N,11,1
CUST-14823,69,86506,OWN,5.7,DEBTCONSOLIDATION,B,3261,9.31,0.038,15.15,56.59,628,Y,35,1
CUST-14824,46,85887,MORTGAGE,3.4,VENTURE,B,13190,11.25,0.154,10.93,64.47,635,N,27,0
CUST-14825,69,61203,RENT,5.8,MEDICAL,A,9873,7.43,0.161,5.95,48.79,734,N,35,0
CUST-14826,54,25074,RENT,12.8,VENTURE,A,10014,8.47,0.399,19.82,49.53,770,N,32,1
CUST-14827,40,47815,RENT,6.6,MEDICAL,A,13495,6.37,0.282,11.75,58.43,741,N,18,0
CUST-14828,44,87754,RENT,,PERSONAL,A,10199,7.79,0.116,3.63,62.44,739,N,22,0
CUST-14829,47,23041,MORTGAGE,3.0,VENTURE,C,5855,16.06,0.254,21.25,51.23,650,N,25,1
CUST-14830,66,71820,RENT,3.8,MEDICAL,C,11788,,0.164,17.49,86.18,681,N,35,1
CUST-14831,34,197514,RENT,1.5,VENTURE,D,6429,15.92,0.033,14.72,48.93,611,N,14,1
CUST-14832,23,92696,RENT,5.0,PERSONAL,A,7737,6.9,0.083,15.08,60.81,748,N,5,0
CUST-14833,48,114510,MORTGAGE,0.3,PERSONAL,B,8003,9.25,0.07,14.87,50.76,681,N,29,0
CUST-14834,28,55882,RENT,2.2,MEDICAL,B,3008,12.49,0.054,5.18,42.65,686,N,6,0
CUST-14835,46,87619,RENT,1.8,MEDICAL,A,13586,5.0,0.155,18.95,29.64,756,Y,27,0
CUST-14836,45,31865,MORTGAGE,2.4,EDUCATION,D,13386,15.03,0.42,13.51,77.06,656,N,23,1
CUST-14837,38,79024,RENT,12.5,EDUCATION,B,5206,11.06,0.066,17.58,41.87,708,N,17,0
CUST-14838,47,72593,RENT,2.3,VENTURE,F,4327,21.12,0.06,16.42,82.82,502,N,26,1
CUST-14839,36,58334,RENT,12.4,PERSONAL,A,7877,7.46,0.135,23.89,34.35,739,N,14,0
CUST-14840,62,107969,MORTGAGE,2.8,MEDICAL,A,14173,7.47,0.131,13.71,9.45,789,Y,35,0
CUST-14841,60,35480,OWN,9.6,MEDICAL,B,3464,11.1,0.098,13.99,73.11,703,N,35,0
CUST-14842,61,43816,RENT,3.7,EDUCATION,A,4108,7.6,0.094,13.35,54.14,702,N,35,0
CUST-14843,69,51910,RENT,1.9,HOMEIMPROVEMENT,C,18415,13.03,0.355,12.64,67.69,665,N,35,0
CUST-14844,39,26429,RENT,3.0,PERSONAL,E,1363,19.66,0.052,17.72,36.55,547,Y,21,1
CUST-14845,64,56171,MORTGAGE,,HOMEIMPROVEMENT,A,5505,7.29,0.098,14.18,78.81,710,N,35,0
CUST-14846,59,17477,MORTGAGE,1.5,VENTURE,A,11678,9.53,0.668,20.31,42.47,753,Y,35,1
CUST-14847,58,91873,MORTGAGE,1.7,MEDICAL,A,15487,6.81,0.169,26.66,15.07,721,N,35,0
CUST-14848,68,50411,MORTGAGE,1.0,DEBTCONSOLIDATION,B,14405,11.17,0.286,9.83,26.36,728,N,35,0
CUST-14849,42,35863,OWN,2.0,VENTURE,B,4306,11.6,0.12,22.94,47.07,703,N,22,1
CUST-14850,66,29714,OWN,4.9,DEBTCONSOLIDATION,C,9301,11.91,0.313,27.78,71.51,697,Y,35,0
CUST-14851,51,42584,MORTGAGE,2.4,MEDICAL,C,11597,12.16,0.272,14.18,58.78,662,N,33,0
CUST-14852,66,74084,RENT,6.2,MEDICAL,B,9736,12.82,0.131,8.52,61.67,683,N,35,1
CUST-14853,52,68093,RENT,21.7,MEDICAL,B,36324,9.69,0.533,24.75,43.17,682,N,33,0
CUST-14854,65,32102,MORTGAGE,2.4,PERSONAL,D,4345,16.51,0.135,15.55,40.61,597,N,35,0
CUST-14855,24,29506,MORTGAGE,3.1,DEBTCONSOLIDATION,B,10872,10.29,0.368,9.77,19.74,717,N,6,0
CUST-14856,62,72703,MORTGAGE,0.9,VENTURE,A,1000,7.45,0.014,12.77,77.95,700,N,35,0
CUST-14857,67,31779,RENT,2.5,VENTURE,A,9233,7.05,0.291,36.15,23.82,760,N,35,0
CUST-14858,53,50814,MORTGAGE,6.5,DEBTCONSOLIDATION,A,1648,7.65,0.032,8.69,29.1,718,N,31,0
CUST-14859,59,52799,RENT,1.2,DEBTCONSOLIDATION,B,14173,9.52,0.268,19.89,44.78,778,N,35,0
CUST-14860,30,59114,MORTGAGE,,PERSONAL,B,13688,10.23,0.232,8.22,38.64,719,N,8,1
CUST-14861,69,82040,RENT,2.4,VENTURE,A,6219,5.13,0.076,20.32,42.7,773,N,35,0
CUST-14862,22,22976,RENT,4.0,MEDICAL,C,8153,13.36,0.355,21.84,68.14,653,N,4,0
CUST-14863,52,15573,RENT,4.9,MEDICAL,B,16215,10.9,1.041,30.41,74.21,644,N,30,1
CUST-14864,30,34875,MORTGAGE,12.0,DEBTCONSOLIDATION,A,8552,8.65,0.245,11.53,37.88,751,N,11,0
CUST-14865,35,144482,MORTGAGE,11.7,HOMEIMPROVEMENT,C,7926,14.88,0.055,21.59,70.39,664,N,15,0
CUST-14866,37,164934,RENT,0.8,VENTURE,C,1368,,0.008,4.24,75.14,630,N,19,0
CUST-14867,49,147076,RENT,0.2,EDUCATION,A,5347,8.51,0.036,7.69,27.3,747,N,28,0
CUST-14868,67,43661,MORTGAGE,2.5,VENTURE,F,2153,20.62,0.049,12.41,100.0,552,N,35,0
CUST-14869,29,16826,RENT,3.7,MEDICAL,A,2613,6.88,0.155,17.26,35.91,754,N,7,0
CUST-14870,37,15000,OTHER,3.6,EDUCATION,C,9293,15.44,0.62,32.36,38.23,660,N,16,0
CUST-14871,57,33913,MORTGAGE,0.7,MEDICAL,F,8852,22.22,0.261,33.77,73.26,548,N,35,1
CUST-14872,38,43527,RENT,0.7,EDUCATION,C,6789,13.78,0.156,6.88,44.76,693,N,20,0
CUST-14873,55,106977,MORTGAGE,0.2,MEDICAL,C,9820,13.29,0.092,9.27,100.0,621,N,35,0
CUST-14874,32,82510,RENT,9.5,VENTURE,D,7685,18.74,0.093,9.93,20.75,678,N,13,0
CUST-14875,65,56187,MORTGAGE,14.8,PERSONAL,A,6559,8.14,0.117,10.26,19.57,818,N,35,0
CUST-14876,22,28741,RENT,0.6,VENTURE,A,10147,9.28,0.353,14.31,52.62,731,N,4,0
CUST-14877,29,27543,OTHER,1.2,PERSONAL,C,21086,12.79,0.766,48.7,24.43,674,N,11,1
CUST-14878,57,57095,MORTGAGE,0.5,MEDICAL,D,4008,15.33,0.07,7.44,25.38,674,N,35,0
CUST-14879,20,74475,MORTGAGE,2.0,MEDICAL,B,17756,9.58,0.238,27.15,44.09,750,N,1,0
CUST-14880,46,62014,RENT,15.9,VENTURE,F,2958,22.75,0.048,22.63,53.84,470,Y,26,1
CUST-14881,65,26350,RENT,1.5,VENTURE,A,7229,9.48,0.274,24.95,26.71,745,N,35,0
CUST-14882,27,72431,MORTGAGE,1.8,EDUCATION,D,3280,17.4,0.045,26.52,47.46,592,Y,8,0
CUST-14883,65,63294,MORTGAGE,2.3,PERSONAL,E,12056,20.55,0.19,24.75,95.96,600,Y,35,0
CUST-14884,61,25786,RENT,3.5,VENTURE,B,1546,10.71,0.06,21.88,60.97,733,Y,35,0
CUST-14885,36,30619,RENT,5.7,MEDICAL,F,2492,20.47,0.081,22.95,67.28,489,N,14,1
CUST-14886,28,74094,RENT,3.5,EDUCATION,A,9903,9.93,0.134,23.38,47.48,725,N,6,1
CUST-14887,25,42586,MORTGAGE,7.0,EDUCATION,E,10784,20.3,0.253,30.83,97.09,515,N,3,1
CUST-14888,62,127196,RENT,0.5,PERSONAL,D,8866,17.13,0.07,24.54,72.83,607,N,35,1
CUST-14889,44,66216,RENT,8.0,EDUCATION,A,10740,8.55,0.162,17.79,82.63,740,N,23,0
CUST-14890,58,36607,RENT,2.0,MEDICAL,B,1632,8.44,0.045,14.09,61.04,716,N,35,1
CUST-14891,68,48721,RENT,2.4,MEDICAL,B,7467,9.9,0.153,10.97,100.0,763,N,35,0
CUST-14892,47,50920,RENT,6.2,MEDICAL,A,7607,8.25,0.149,13.74,35.29,759,N,27,0
CUST-14893,52,31664,OWN,13.3,EDUCATION,A,8274,7.33,0.261,10.43,48.89,740,N,31,0
CUST-14894,56,28351,RENT,6.3,DEBTCONSOLIDATION,A,12177,7.41,0.43,15.43,64.64,778,N,35,1
CUST-14895,28,74670,OWN,7.5,MEDICAL,B,9781,12.04,0.131,14.4,76.54,688,N,7,0
CUST-14896,37,81402,RENT,6.9,MEDICAL,B,20511,10.64,0.252,8.36,60.54,694,N,19,0
CUST-14897,40,70422,RENT,1.9,PERSONAL,E,9749,22.35,0.138,21.64,64.05,576,Y,18,1
CUST-14898,21,121684,RENT,3.0,MEDICAL,B,11035,10.45,0.091,6.61,60.14,658,N,3,1
CUST-14899,62,35416,MORTGAGE,7.7,VENTURE,C,3833,14.47,0.108,24.75,87.26,639,N,35,1
CUST-14900,57,133861,MORTGAGE,3.8,MEDICAL,A,10100,8.08,0.075,25.11,41.82,722,N,35,0
CUST-14901,59,28551,RENT,3.8,HOMEIMPROVEMENT,C,5721,12.81,0.2,12.97,64.04,678,N,35,0
CUST-14902,55,26699,RENT,7.1,VENTURE,E,5482,18.26,0.205,26.33,82.18,534,Y,35,1
CUST-14903,69,17052,OWN,8.5,HOMEIMPROVEMENT,B,11966,10.54,0.702,31.29,54.77,667,N,35,0
CUST-14904,62,37516,OTHER,2.1,PERSONAL,B,2499,12.8,0.067,3.22,100.0,675,N,35,0
CUST-14905,56,36234,RENT,8.1,EDUCATION,C,8198,13.03,0.226,15.08,49.9,623,N,35,0
CUST-14906,34,67208,MORTGAGE,8.4,EDUCATION,B,6517,11.12,0.097,7.91,72.09,759,N,13,0
CUST-14907,47,56745,RENT,1.3,VENTURE,B,13138,10.19,0.232,16.81,45.77,738,N,28,0
CUST-14908,37,23961,RENT,6.3,MEDICAL,A,12120,7.77,0.506,12.91,71.38,767,N,19,0
CUST-14909,53,38729,RENT,1.0,HOMEIMPROVEMENT,B,6626,11.87,0.171,15.71,29.61,686,N,34,0
CUST-14910,41,39227,RENT,0.5,EDUCATION,C,3756,13.64,0.096,26.16,59.79,648,N,23,0
CUST-14911,30,16888,MORTGAGE,4.3,EDUCATION,E,13687,18.76,0.81,32.31,84.45,625,N,10,0
CUST-14912,32,27212,RENT,12.0,EDUCATION,B,7482,12.43,0.275,10.78,47.4,689,N,11,0
CUST-14913,23,30869,MORTGAGE,0.2,PERSONAL,A,15751,6.77,0.51,19.32,89.2,712,N,2,0
CUST-14914,41,115864,OWN,8.8,PERSONAL,A,9394,8.31,0.081,28.42,56.89,779,N,20,0
CUST-14915,26,54988,RENT,3.5,EDUCATION,E,7499,17.71,0.136,27.87,66.43,562,Y,8,0
CUST-14916,62,72933,RENT,9.9,PERSONAL,E,6003,21.04,0.082,21.64,62.34,564,N,35,0
CUST-14917,43,19946,MORTGAGE,9.3,VENTURE,A,9574,10.63,0.48,22.23,40.15,742,N,21,0
CUST-14918,23,100360,RENT,5.0,EDUCATION,D,2740,16.47,0.027,27.42,90.49,605,N,4,0
CUST-14919,47,107008,RENT,7.3,PERSONAL,F,4987,20.77,0.047,14.22,46.69,547,N,25,0
CUST-14920,34,15000,RENT,9.3,EDUCATION,B,14260,11.42,0.951,28.88,54.93,689,N,12,1
CUST-14921,20,32106,RENT,1.0,DEBTCONSOLIDATION,C,3132,13.61,0.098,11.11,80.54,661,N,1,0
CUST-14922,22,66003,MORTGAGE,1.8,MEDICAL,B,12881,13.07,0.195,20.82,42.04,737,Y,1,1
CUST-14923,33,72159,MORTGAGE,1.4,DEBTCONSOLIDATION,B,17433,9.78,0.242,29.17,36.41,752,N,15,0
CUST-14924,57,32627,RENT,6.8,MEDICAL,A,5330,5.9,0.163,22.83,60.66,718,N,35,0
CUST-14925,69,40810,MORTGAGE,0.8,DEBTCONSOLIDATION,B,18437,10.86,0.452,24.49,58.13,736,N,35,0
CUST-14926,20,34254,OWN,1.0,EDUCATION,E,24280,20.2,0.709,19.98,54.64,610,N,2,0
CUST-14927,57,52378,RENT,10.6,EDUCATION,D,5520,15.58,0.105,10.35,79.64,654,N,35,0
CUST-14928,57,100539,RENT,,VENTURE,B,7654,11.65,0.076,11.3,59.7,702,N,35,0
CUST-14929,40,30864,OWN,10.4,DEBTCONSOLIDATION,B,5092,10.57,0.165,14.51,62.7,692,N,22,0
CUST-14930,67,89365,OWN,0.8,HOMEIMPROVEMENT,B,9000,10.18,0.101,9.44,80.69,646,N,35,1
CUST-14931,48,30668,RENT,2.5,MEDICAL,B,9646,11.15,0.315,11.03,54.77,703,N,27,0
CUST-14932,24,29478,RENT,1.7,PERSONAL,C,5323,13.15,0.181,10.56,36.32,712,N,2,0
CUST-14933,68,80110,RENT,0.0,EDUCATION,B,4598,9.62,0.057,30.46,42.54,711,N,35,1
CUST-14934,29,85234,RENT,1.7,PERSONAL,A,10514,5.56,0.123,25.14,47.25,742,N,9,0
CUST-14935,47,81702,MORTGAGE,2.4,EDUCATION,A,6456,6.76,0.079,11.19,30.01,770,N,25,0
CUST-14936,40,22259,RENT,0.5,EDUCATION,B,6052,,0.272,10.06,61.37,658,N,21,0
CUST-14937,69,37065,RENT,4.2,EDUCATION,C,10436,13.54,0.282,26.76,37.49,640,N,35,0
CUST-14938,26,80321,MORTGAGE,2.4,HOMEIMPROVEMENT,B,5942,9.28,0.074,6.24,79.3,729,N,5,0
CUST-14939,22,50258,OWN,0.2,PERSONAL,C,4727,15.02,0.094,11.09,88.06,670,N,3,0
CUST-14940,64,25739,RENT,6.1,EDUCATION,C,4887,13.44,0.19,10.11,46.58,632,Y,35,0
CUST-14941,66,64536,RENT,6.5,EDUCATION,B,16828,10.85,0.261,38.61,40.19,762,N,35,1
CUST-14942,39,31924,OTHER,9.0,EDUCATION,F,9253,22.33,0.29,12.35,100.0,479,Y,21,1
CUST-14943,38,143877,MORTGAGE,3.3,EDUCATION,A,8091,9.28,0.056,10.01,57.98,761,N,16,0
CUST-14944,54,123859,RENT,17.3,EDUCATION,E,7039,17.91,0.057,27.13,52.12,600,N,34,1
CUST-14945,23,70435,RENT,5.0,DEBTCONSOLIDATION,A,7064,9.25,0.1,10.92,51.1,793,N,4,0
CUST-14946,24,110924,RENT,4.0,MEDICAL,B,2025,,0.018,8.87,54.82,704,N,4,0
CUST-14947,20,50964,MORTGAGE,2.0,PERSONAL,B,3072,10.59,0.06,3.88,79.26,727,Y,2,1
CUST-14948,23,77595,RENT,0.0,MEDICAL,B,17453,9.48,0.225,27.21,80.19,700,N,4,1
CUST-14949,31,118970,RENT,6.2,PERSONAL,F,2745,21.7,0.023,5.29,46.35,588,N,10,1
CUST-14950,46,56800,RENT,4.2,EDUCATION,A,5236,7.55,0.092,9.34,31.59,761,N,28,0
CUST-14951,61,42061,RENT,13.9,EDUCATION,C,6202,15.67,0.147,27.64,59.16,691,N,35,0
CUST-14952,42,17627,MORTGAGE,4.5,PERSONAL,D,5324,18.22,0.302,28.1,64.98,570,N,23,1
CUST-14953,44,46635,RENT,24.7,VENTURE,A,3872,7.03,0.083,26.15,56.33,746,N,23,0
CUST-14954,40,80342,RENT,9.6,HOMEIMPROVEMENT,F,12469,24.41,0.155,15.22,61.74,549,N,21,1
CUST-14955,43,86455,OWN,15.4,EDUCATION,B,2713,11.64,0.031,13.15,56.35,719,N,24,0
CUST-14956,44,66344,MORTGAGE,2.0,VENTURE,E,24122,20.07,0.364,29.44,71.71,550,N,24,1
CUST-14957,64,35426,RENT,0.8,EDUCATION,C,3013,13.16,0.085,13.0,64.39,585,Y,35,0
CUST-14958,65,15000,MORTGAGE,8.0,PERSONAL,C,15493,12.81,1.033,28.86,86.86,588,Y,35,1
CUST-14959,51,36419,RENT,7.7,EDUCATION,B,18794,11.15,0.516,27.4,80.84,667,N,32,1
CUST-14960,51,40839,MORTGAGE,1.2,MEDICAL,C,1780,13.96,0.044,9.04,69.12,748,N,33,0
CUST-14961,24,40629,MORTGAGE,6.0,PERSONAL,A,8422,7.03,0.207,12.17,100.0,644,N,6,0
CUST-14962,55,71049,MORTGAGE,4.4,VENTURE,B,10190,11.84,0.143,7.94,57.7,694,N,35,0
CUST-14963,65,161362,MORTGAGE,0.6,VENTURE,A,9225,7.7,0.057,17.14,66.42,740,N,35,0
CUST-14964,61,52792,RENT,3.5,HOMEIMPROVEMENT,B,10571,11.0,0.2,11.67,34.53,701,N,35,0
CUST-14965,68,43043,MORTGAGE,13.4,PERSONAL,A,4644,8.79,0.108,4.53,53.24,747,N,35,0
CUST-14966,61,41959,RENT,3.5,PERSONAL,E,13201,20.49,0.315,23.4,57.39,536,Y,35,1
CUST-14967,58,52819,RENT,7.8,PERSONAL,C,4358,11.56,0.083,11.74,44.8,686,N,35,0
CUST-14968,35,29822,OWN,0.1,DEBTCONSOLIDATION,C,5556,14.41,0.186,36.12,84.94,593,Y,13,0
CUST-14969,52,52686,MORTGAGE,6.5,VENTURE,D,3812,16.53,0.072,19.85,77.44,675,N,34,0
CUST-14970,68,64246,OWN,14.7,HOMEIMPROVEMENT,C,12375,12.96,0.193,19.28,67.99,666,N,35,0
CUST-14971,40,55592,RENT,3.5,MEDICAL,A,11691,7.56,0.21,8.38,72.36,718,N,21,0
CUST-14972,28,64506,RENT,2.1,MEDICAL,B,4071,10.13,0.063,10.67,68.84,676,Y,6,1
CUST-14973,25,63592,RENT,,EDUCATION,F,6269,22.15,0.099,30.53,44.09,570,N,3,1
CUST-14974,64,16930,MORTGAGE,12.4,HOMEIMPROVEMENT,A,17402,7.48,1.028,23.19,73.42,703,N,35,1
CUST-14975,54,71834,RENT,1.0,HOMEIMPROVEMENT,B,2126,,0.03,9.64,64.84,702,N,33,0
CUST-14976,58,32774,RENT,2.6,EDUCATION,B,22879,8.66,0.698,19.55,54.08,699,N,35,0
CUST-14977,41,25399,RENT,0.8,EDUCATION,B,4469,10.72,0.176,8.9,68.1,698,N,20,0
CUST-14978,60,25268,MORTGAGE,3.4,VENTURE,E,6240,19.47,0.247,15.57,53.08,589,N,35,1
CUST-14979,24,63584,RENT,3.9,PERSONAL,B,8049,13.2,0.127,5.38,81.7,723,N,6,1
CUST-14980,61,42892,MORTGAGE,14.4,HOMEIMPROVEMENT,A,3006,5.15,0.07,30.46,51.54,764,N,35,0
CUST-14981,42,17868,RENT,2.7,MEDICAL,F,11778,23.11,0.659,30.54,85.99,569,Y,20,1
CUST-14982,36,65304,RENT,4.2,MEDICAL,C,4748,14.02,0.073,14.81,29.1,659,N,16,0
CUST-14983,31,20665,RENT,10.8,VENTURE,B,4934,11.42,0.239,10.4,30.39,682,N,11,0
CUST-14984,42,53310,OWN,1.9,VENTURE,A,27768,6.96,0.521,23.38,38.76,710,N,24,0
CUST-14985,35,56562,RENT,5.6,EDUCATION,E,6858,19.88,0.121,27.99,88.7,572,N,14,0
CUST-14986,22,83395,RENT,4.0,DEBTCONSOLIDATION,A,9153,7.67,0.11,16.72,74.99,764,N,1,0
CUST-14987,49,142772,MORTGAGE,2.0,DEBTCONSOLIDATION,B,7526,,0.053,16.18,69.56,638,N,29,0
CUST-14988,41,21616,RENT,0.9,MEDICAL,A,13788,7.13,0.638,15.14,33.34,766,N,23,0
CUST-14989,28,47501,MORTGAGE,3.5,MEDICAL,G,16566,23.56,0.349,12.66,75.37,469,N,10,0
CUST-14990,48,41531,RENT,2.2,MEDICAL,C,9077,15.9,0.219,15.17,36.27,618,N,27,0
CUST-14991,66,63592,RENT,1.5,MEDICAL,B,22715,10.91,0.357,26.8,50.22,705,N,35,0
CUST-14992,56,55792,RENT,18.1,DEBTCONSOLIDATION,C,15241,14.12,0.273,16.73,42.01,577,Y,35,1
